year,County_of_Residence,Source_of_Payment,Births
2016-01-01,"Unidentified Counties, AR",Unknown or Not Stated,643
2016-01-01,"Fresno County, CA",Unknown or Not Stated,14
2016-01-01,"Los Angeles County, CA",Unknown or Not Stated,198
2016-01-01,"Orange County, CA",Unknown or Not Stated,18
2016-01-01,"Riverside County, CA",Unknown or Not Stated,22
2016-01-01,"Unidentified Counties, CA",Unknown or Not Stated,20
2016-01-01,"Adams County, CO",Unknown or Not Stated,48
2016-01-01,"Boulder County, CO",Unknown or Not Stated,30
2016-01-01,"Denver County, CO",Unknown or Not Stated,24
2016-01-01,"Larimer County, CO",Unknown or Not Stated,15
2016-01-01,"Unidentified Counties, CO",Unknown or Not Stated,37
2016-01-01,"Hartford County, CT",Unknown or Not Stated,23
2016-01-01,"Litchfield County, CT",Unknown or Not Stated,43
2016-01-01,"New Haven County, CT",Unknown or Not Stated,272
2016-01-01,"District of Columbia, DC",Unknown or Not Stated,34
2016-01-01,"Broward County, FL",Unknown or Not Stated,21
2016-01-01,"Hillsborough County, FL",Unknown or Not Stated,50
2016-01-01,"Martin County, FL",Unknown or Not Stated,11
2016-01-01,"Miami-Dade County, FL",Unknown or Not Stated,114
2016-01-01,"Orange County, FL",Unknown or Not Stated,13
2016-01-01,"St. Johns County, FL",Unknown or Not Stated,22
2016-01-01,"Unidentified Counties, FL",Unknown or Not Stated,81
2016-01-01,"Cherokee County, GA",Unknown or Not Stated,36
2016-01-01,"Cobb County, GA",Unknown or Not Stated,47
2016-01-01,"DeKalb County, GA",Unknown or Not Stated,37
2016-01-01,"Forsyth County, GA",Unknown or Not Stated,12
2016-01-01,"Fulton County, GA",Unknown or Not Stated,34
2016-01-01,"Gwinnett County, GA",Unknown or Not Stated,28
2016-01-01,"Kootenai County, ID",Unknown or Not Stated,19
2016-01-01,"Unidentified Counties, ID",Unknown or Not Stated,17
2016-01-01,"Champaign County, IL",Unknown or Not Stated,66
2016-01-01,"Cook County, IL",Unknown or Not Stated,500
2016-01-01,"Will County, IL",Unknown or Not Stated,25
2016-01-01,"Lake County, IN",Unknown or Not Stated,17
2016-01-01,"Unidentified Counties, IN",Unknown or Not Stated,83
2016-01-01,"Unidentified Counties, IA",Unknown or Not Stated,18
2016-01-01,"Johnson County, KS",Unknown or Not Stated,18
2016-01-01,"Wyandotte County, KS",Unknown or Not Stated,12
2016-01-01,"Hardin County, KY",Unknown or Not Stated,27
2016-01-01,"Unidentified Counties, KY",Unknown or Not Stated,229
2016-01-01,"Unidentified Counties, ME",Unknown or Not Stated,31
2016-01-01,"Charles County, MD",Unknown or Not Stated,14
2016-01-01,"Prince George's County, MD",Unknown or Not Stated,53
2016-01-01,"St. Mary's County, MD",Unknown or Not Stated,30
2016-01-01,"Baltimore city, MD",Unknown or Not Stated,62
2016-01-01,"Essex County, MA",Unknown or Not Stated,13
2016-01-01,"Middlesex County, MA",Unknown or Not Stated,24
2016-01-01,"Worcester County, MA",Unknown or Not Stated,30
2016-01-01,"Allegan County, MI",Unknown or Not Stated,16
2016-01-01,"Genesee County, MI",Unknown or Not Stated,11
2016-01-01,"Oakland County, MI",Unknown or Not Stated,21
2016-01-01,"Wayne County, MI",Unknown or Not Stated,55
2016-01-01,"Unidentified Counties, MI",Unknown or Not Stated,127
2016-01-01,"Unidentified Counties, MN",Unknown or Not Stated,86
2016-01-01,"DeSoto County, MS",Unknown or Not Stated,24
2016-01-01,"Unidentified Counties, MS",Unknown or Not Stated,34
2016-01-01,"Clay County, MO",Unknown or Not Stated,25
2016-01-01,"Greene County, MO",Unknown or Not Stated,27
2016-01-01,"Jackson County, MO",Unknown or Not Stated,237
2016-01-01,"St. Louis city, MO",Unknown or Not Stated,37
2016-01-01,"Unidentified Counties, MO",Unknown or Not Stated,245
2016-01-01,"Unidentified Counties, MT",Unknown or Not Stated,35
2016-01-01,"Douglas County, NE",Unknown or Not Stated,89
2016-01-01,"Merrimack County, NH",Unknown or Not Stated,13
2016-01-01,"Unidentified Counties, NH",Unknown or Not Stated,16
2016-01-01,"Unidentified Counties, NM",Unknown or Not Stated,12
2016-01-01,"Bronx County, NY",Unknown or Not Stated,61
2016-01-01,"Chautauqua County, NY",Unknown or Not Stated,39
2016-01-01,"Erie County, NY",Unknown or Not Stated,52
2016-01-01,"Kings County, NY",Unknown or Not Stated,288
2016-01-01,"Nassau County, NY",Unknown or Not Stated,13
2016-01-01,"Oswego County, NY",Unknown or Not Stated,14
2016-01-01,"St. Lawrence County, NY",Unknown or Not Stated,51
2016-01-01,"Ulster County, NY",Unknown or Not Stated,14
2016-01-01,"Mecklenburg County, NC",Unknown or Not Stated,61
2016-01-01,"Unidentified Counties, NC",Unknown or Not Stated,25
2016-01-01,"Cass County, ND",Unknown or Not Stated,29
2016-01-01,"Unidentified Counties, ND",Unknown or Not Stated,243
2016-01-01,"Ashtabula County, OH",Unknown or Not Stated,42
2016-01-01,"Franklin County, OH",Unknown or Not Stated,64
2016-01-01,"Lucas County, OH",Unknown or Not Stated,21
2016-01-01,"Summit County, OH",Unknown or Not Stated,26
2016-01-01,"Oklahoma County, OK",Unknown or Not Stated,35
2016-01-01,"Tulsa County, OK",Unknown or Not Stated,21
2016-01-01,"Unidentified Counties, OK",Unknown or Not Stated,34
2016-01-01,"Multnomah County, OR",Unknown or Not Stated,17
2016-01-01,"Beaver County, PA",Unknown or Not Stated,238
2016-01-01,"Berks County, PA",Unknown or Not Stated,12
2016-01-01,"Butler County, PA",Unknown or Not Stated,29
2016-01-01,"Chester County, PA",Unknown or Not Stated,16
2016-01-01,"Cumberland County, PA",Unknown or Not Stated,32
2016-01-01,"Dauphin County, PA",Unknown or Not Stated,32
2016-01-01,"Delaware County, PA",Unknown or Not Stated,53
2016-01-01,"Erie County, PA",Unknown or Not Stated,22
2016-01-01,"Franklin County, PA",Unknown or Not Stated,39
2016-01-01,"Lycoming County, PA",Unknown or Not Stated,15
2016-01-01,"Monroe County, PA",Unknown or Not Stated,15
2016-01-01,"Westmoreland County, PA",Unknown or Not Stated,87
2016-01-01,"Providence County, RI",Unknown or Not Stated,12
2016-01-01,"Dorchester County, SC",Unknown or Not Stated,11
2016-01-01,"Lexington County, SC",Unknown or Not Stated,19
2016-01-01,"York County, SC",Unknown or Not Stated,12
2016-01-01,"Unidentified Counties, SD",Unknown or Not Stated,24
2016-01-01,"Hamilton County, TN",Unknown or Not Stated,46
2016-01-01,"Shelby County, TN",Unknown or Not Stated,379
2016-01-01,"Washington County, TN",Unknown or Not Stated,46
2016-01-01,"Williamson County, TN",Unknown or Not Stated,110
2016-01-01,"Wilson County, TN",Unknown or Not Stated,54
2016-01-01,"Bell County, TX",Unknown or Not Stated,15
2016-01-01,"Cameron County, TX",Unknown or Not Stated,14
2016-01-01,"Collin County, TX",Unknown or Not Stated,31
2016-01-01,"Denton County, TX",Unknown or Not Stated,13
2016-01-01,"Harris County, TX",Unknown or Not Stated,156
2016-01-01,"Hidalgo County, TX",Unknown or Not Stated,24
2016-01-01,"Travis County, TX",Unknown or Not Stated,21
2016-01-01,"Cache County, UT",Unknown or Not Stated,38
2016-01-01,"Davis County, UT",Unknown or Not Stated,114
2016-01-01,"Unidentified Counties, VT",Unknown or Not Stated,17
2016-01-01,"Fairfax County, VA",Unknown or Not Stated,32
2016-01-01,"Prince William County, VA",Unknown or Not Stated,16
2016-01-01,"Alexandria city, VA",Unknown or Not Stated,10
2016-01-01,"Unidentified Counties, VA",Unknown or Not Stated,67
2016-01-01,"King County, WA",Unknown or Not Stated,384
2016-01-01,"Kitsap County, WA",Unknown or Not Stated,22
2016-01-01,"Pierce County, WA",Unknown or Not Stated,15
2016-01-01,"Snohomish County, WA",Unknown or Not Stated,145
2016-01-01,"Unidentified Counties, WA",Unknown or Not Stated,326
2016-01-01,"Unidentified Counties, WV",Unknown or Not Stated,100
2016-01-01,"Milwaukee County, WI",Unknown or Not Stated,43
2016-01-01,"Sheboygan County, WI",Unknown or Not Stated,25
2016-01-01,"Unidentified Counties, WY",Unknown or Not Stated,41
2016-01-01,"Ocean County, NJ",Other,51
2016-01-01,"Denton County, TX",Other,447
2016-01-01,"Williamson County, TX",Other,106
2016-01-01,"St. Lucie County, FL",Medicaid,1764
2016-01-01,"Henry County, GA",Medicaid,1180
2016-01-01,"Fayette County, KY",Medicaid,1359
2016-01-01,"Rowan County, NC",Medicaid,943
2016-01-01,"Stark County, OH",Medicaid,1883
2016-01-01,"Berkeley County, SC",Medicaid,1221
2016-01-01,"Sumter County, SC",Medicaid,817
2016-01-01,"Brazoria County, TX",Medicaid,2013
2016-01-01,"Waukesha County, WI",Medicaid,546
2016-01-01,"Suffolk County, MA",Self Pay,85
2016-01-01,"Berkeley County, SC",Self Pay,36
2016-01-01,"Richmond County, GA",Private Insurance,747
2016-01-01,"Unidentified Counties, LA",Private Insurance,5858
2016-01-01,"Bexar County, TX",Private Insurance,10715
2016-01-01,"Etowah County, AL",Other,16
2016-01-01,"Montgomery County, AL",Other,169
2016-01-01,"Kings County, CA",Other,14
2016-01-01,"Santa Clara County, CA",Other,557
2016-01-01,"Arapahoe County, CO",Other,308
2016-01-01,"Hartford County, CT",Other,107
2016-01-01,"Baltimore County, MD",Other,156
2016-01-01,"Kent County, MI",Other,10
2016-01-01,"Wayne County, MI",Other,167
2016-01-01,"Unidentified Counties, MN",Other,723
2016-01-01,"Monroe County, NY",Other,98
2016-01-01,"Delaware County, PA",Other,50
2016-01-01,"Orange County, CA",Medicaid,11875
2016-01-01,"Arapahoe County, CO",Medicaid,3220
2016-01-01,"Sussex County, DE",Medicaid,1355
2016-01-01,"Unidentified Counties, MD",Medicaid,2585
2016-01-01,"Catawba County, NC",Medicaid,766
2016-01-01,"Beaver County, PA",Medicaid,508
2016-01-01,"Chester County, PA",Medicaid,889
2016-01-01,"Cumberland County, PA",Medicaid,601
2016-01-01,"Yakima County, WA",Medicaid,2519
2016-01-01,"Washington County, WI",Medicaid,179
2016-01-01,"Unidentified Counties, WY",Medicaid,2399
2016-01-01,"Virginia Beach city, VA",Self Pay,194
2016-01-01,"Santa Rosa County, FL",Private Insurance,751
2016-01-01,"Maui County, HI",Private Insurance,1044
2016-01-01,"McLean County, IL",Private Insurance,1385
2016-01-01,"Baltimore County, MD",Private Insurance,5709
2016-01-01,"Hudson County, NJ",Private Insurance,5898
2016-01-01,"Middlesex County, NJ",Private Insurance,6110
2016-01-01,"Franklin County, OH",Private Insurance,9570
2016-01-01,"Dauphin County, PA",Private Insurance,2122
2016-01-01,"Hamilton County, TN",Private Insurance,1965
2016-01-01,"Wilson County, TN",Private Insurance,902
2016-01-01,"Norfolk city, VA",Private Insurance,1804
2016-01-01,"Outagamie County, WI",Private Insurance,1679
2016-01-01,"Northampton County, PA",Unknown or Not Stated,24
2016-01-01,"Will County, IL",Other,12
2016-01-01,"Merrimack County, NH",Other,20
2016-01-01,"Lake County, OH",Other,69
2016-01-01,"Dauphin County, PA",Other,89
2016-01-01,"Santa Cruz County, CA",Medicaid,1388
2016-01-01,"Solano County, CA",Medicaid,2026
2016-01-01,"Bay County, MI",Medicaid,484
2016-01-01,"Livingston County, MI",Medicaid,228
2016-01-01,"Schenectady County, NY",Medicaid,745
2016-01-01,"Los Angeles County, CA",Self Pay,7309
2016-01-01,"Riverside County, CA",Self Pay,1109
2016-01-01,"Okaloosa County, FL",Self Pay,155
2016-01-01,"Hamilton County, IN",Self Pay,75
2016-01-01,"Unidentified Counties, KY",Self Pay,1176
2016-01-01,"Washington County, MD",Self Pay,88
2016-01-01,"Washington County, TN",Self Pay,12
2016-01-01,"Monterey County, CA",Private Insurance,1985
2016-01-01,"Essex County, MA",Private Insurance,5184
2016-01-01,"Suffolk County, MA",Private Insurance,5966
2016-01-01,"Berrien County, MI",Private Insurance,790
2016-01-01,"Anoka County, MN",Private Insurance,3189
2016-01-01,"Hennepin County, MN",Private Insurance,10813
2016-01-01,"Onondaga County, NY",Private Insurance,2746
2016-01-01,"Buncombe County, NC",Private Insurance,1250
2016-01-01,"Lehigh County, PA",Private Insurance,2112
2016-01-01,"Tolland County, CT",Other,18
2016-01-01,"Leon County, FL",Other,11
2016-01-01,"Woodbury County, IA",Other,22
2016-01-01,"Kent County, RI",Other,17
2016-01-01,"Stanislaus County, CA",Self Pay,60
2016-01-01,"Leon County, FL",Self Pay,70
2016-01-01,"Columbia County, GA",Self Pay,29
2016-01-01,"La Porte County, IN",Self Pay,10
2016-01-01,"Johnson County, IA",Self Pay,86
2016-01-01,"Calhoun County, MI",Self Pay,23
2016-01-01,"Jackson County, MI",Self Pay,12
2016-01-01,"Yellowstone County, MT",Self Pay,91
2016-01-01,"Dona Ana County, NM",Self Pay,206
2016-01-01,"Broome County, NY",Self Pay,12
2016-01-01,"Portage County, OH",Self Pay,40
2016-01-01,"Trumbull County, OH",Self Pay,146
2016-01-01,"Wilson County, TN",Self Pay,16
2016-01-01,"Hays County, TX",Self Pay,111
2016-01-01,"Harford County, MD",Unknown or Not Stated,11
2016-01-01,"Richland County, OH",Unknown or Not Stated,14
2016-01-01,"Duval County, FL",Other,1017
2016-01-01,"Caddo Parish, LA",Other,90
2016-01-01,"Burlington County, NJ",Other,15
2016-01-01,"Stark County, OH",Other,73
2016-01-01,"Summit County, OH",Other,69
2016-01-01,"Florence County, SC",Other,12
2016-01-01,"Pickens County, SC",Other,21
2016-01-01,"Benton County, AR",Medicaid,943
2016-01-01,"Hernando County, FL",Medicaid,956
2016-01-01,"Forsyth County, GA",Medicaid,460
2016-01-01,"Gwinnett County, GA",Medicaid,4519
2016-01-01,"McHenry County, IL",Medicaid,839
2016-01-01,"Shawnee County, KS",Medicaid,931
2016-01-01,"Sarpy County, NE",Medicaid,337
2016-01-01,"Alamance County, NC",Medicaid,851
2016-01-01,"Lake County, OH",Medicaid,642
2016-01-01,"Trumbull County, OH",Medicaid,1105
2016-01-01,"Delaware County, PA",Medicaid,774
2016-01-01,"Aiken County, SC",Medicaid,1031
2016-01-01,"Greenville County, SC",Medicaid,2515
2016-01-01,"Kenosha County, WI",Medicaid,839
2016-01-01,"St. Mary's County, MD",Self Pay,63
2016-01-01,"Bergen County, NJ",Self Pay,509
2016-01-01,"Middlesex County, NJ",Self Pay,826
2016-01-01,"Passaic County, NJ",Self Pay,657
2016-01-01,"Queens County, NY",Self Pay,428
2016-01-01,"Etowah County, AL",Private Insurance,445
2016-01-01,"Gwinnett County, GA",Private Insurance,5146
2016-01-01,"Boone County, KY",Private Insurance,1116
2016-01-01,"Unidentified Counties, TX",Private Insurance,20207
2016-01-01,"Sarasota County, FL",Unknown or Not Stated,91
2016-01-01,"Jefferson County, NY",Unknown or Not Stated,12
2016-01-01,"Davidson County, TN",Unknown or Not Stated,799
2016-01-01,"Rutherford County, TN",Unknown or Not Stated,416
2016-01-01,"Tarrant County, TX",Unknown or Not Stated,28
2016-01-01,"Salt Lake County, UT",Unknown or Not Stated,1020
2016-01-01,"Brevard County, FL",Other,92
2016-01-01,"Santa Rosa County, FL",Other,391
2016-01-01,"Anne Arundel County, MD",Other,650
2016-01-01,"Ramsey County, MN",Other,97
2016-01-01,"Oswego County, NY",Other,26
2016-01-01,"Union County, NC",Other,24
2016-01-01,"Unidentified Counties, ND",Other,1434
2016-01-01,"Adams County, PA",Other,19
2016-01-01,"La Crosse County, WI",Other,19
2016-01-01,"Coconino County, AZ",Medicaid,904
2016-01-01,"Denver County, CO",Medicaid,4236
2016-01-01,"Cass County, ND",Medicaid,649
2016-01-01,"Clackamas County, OR",Medicaid,1210
2016-01-01,"Jackson County, OR",Medicaid,1287
2016-01-01,"Washington County, AR",Self Pay,358
2016-01-01,"Osceola County, FL",Self Pay,336
2016-01-01,"Oakland County, MI",Self Pay,91
2016-01-01,"Hennepin County, MN",Self Pay,395
2016-01-01,"Northampton County, PA",Self Pay,36
2016-01-01,"San Joaquin County, CA",Private Insurance,4263
2016-01-01,"Windham County, CT",Private Insurance,482
2016-01-01,"Pasco County, FL",Private Insurance,2316
2016-01-01,"Porter County, IN",Private Insurance,1199
2016-01-01,"St. Louis city, MO",Private Insurance,1694
2016-01-01,"Atlantic County, NJ",Private Insurance,1275
2016-01-01,"Sussex County, NJ",Private Insurance,917
2016-01-01,"Charleston County, SC",Private Insurance,2669
2016-01-01,"Dorchester County, SC",Private Insurance,843
2016-01-01,"Milwaukee County, WI",Private Insurance,6030
2016-01-01,"San Diego County, CA",Unknown or Not Stated,29
2016-01-01,"Bay County, FL",Unknown or Not Stated,12
2016-01-01,"Dallas County, TX",Unknown or Not Stated,92
2016-01-01,"Grayson County, TX",Unknown or Not Stated,13
2016-01-01,"Yuma County, AZ",Other,221
2016-01-01,"Bonneville County, ID",Other,12
2016-01-01,"Unidentified Counties, NH",Other,84
2016-01-01,"Brunswick County, NC",Other,29
2016-01-01,"Knox County, TN",Other,42
2016-01-01,"Wilson County, TN",Other,18
2016-01-01,"King County, WA",Other,335
2016-01-01,"Arlington County, VA",Medicaid,87
2016-01-01,"Alameda County, CA",Self Pay,441
2016-01-01,"San Diego County, CA",Self Pay,1824
2016-01-01,"Lee County, FL",Self Pay,86
2016-01-01,"Bonneville County, ID",Self Pay,77
2016-01-01,"Kane County, IL",Self Pay,42
2016-01-01,"Lehigh County, PA",Self Pay,98
2016-01-01,"Davidson County, TN",Self Pay,168
2016-01-01,"Parker County, TX",Self Pay,119
2016-01-01,"Chesapeake city, VA",Self Pay,71
2016-01-01,"Placer County, CA",Private Insurance,2789
2016-01-01,"Denver County, CO",Private Insurance,5062
2016-01-01,"Berkshire County, MA",Private Insurance,635
2016-01-01,"Unidentified Counties, NJ",Private Insurance,756
2016-01-01,"Onslow County, NC",Private Insurance,2567
2016-01-01,"Clackamas County, OR",Private Insurance,2840
2016-01-01,"Calhoun County, AL",Other,22
2016-01-01,"Jefferson County, AL",Other,82
2016-01-01,"Sonoma County, CA",Other,27
2016-01-01,"Clay County, FL",Other,280
2016-01-01,"Fulton County, GA",Other,1203
2016-01-01,"Plymouth County, MA",Other,245
2016-01-01,"Johnston County, NC",Other,27
2016-01-01,"Unidentified Counties, OK",Other,1659
2016-01-01,"Yuma County, AZ",Medicaid,1894
2016-01-01,"Leon County, FL",Medicaid,1285
2016-01-01,"Allen County, IN",Medicaid,2174
2016-01-01,"Lake County, IN",Medicaid,2913
2016-01-01,"Johnson County, KS",Medicaid,973
2016-01-01,"Boone County, KY",Medicaid,452
2016-01-01,"Frederick County, MD",Medicaid,621
2016-01-01,"Jackson County, MO",Medicaid,4109
2016-01-01,"Berkeley County, WV",Medicaid,496
2016-01-01,"McHenry County, IL",Private Insurance,2198
2016-01-01,"St. Clair County, IL",Private Insurance,1975
2016-01-01,"Clark County, IN",Private Insurance,828
2016-01-01,"Jefferson County, KY",Private Insurance,4752
2016-01-01,"Washington County, UT",Private Insurance,1141
2016-01-01,"Unidentified Counties, WV",Private Insurance,7401
2016-01-01,"Lake County, IL",Other,199
2016-01-01,"Washington County, MN",Other,50
2016-01-01,"Lucas County, OH",Other,53
2016-01-01,"Anderson County, SC",Other,150
2016-01-01,"Tom Green County, TX",Other,80
2016-01-01,"Sacramento County, CA",Medicaid,9216
2016-01-01,"Dakota County, MN",Medicaid,1471
2016-01-01,"Hennepin County, MN",Medicaid,4975
2016-01-01,"Jefferson County, NY",Medicaid,524
2016-01-01,"Oswego County, NY",Medicaid,688
2016-01-01,"Marion County, OR",Medicaid,2413
2016-01-01,"Northampton County, PA",Medicaid,820
2016-01-01,"St. Tammany Parish, LA",Self Pay,35
2016-01-01,"Unidentified Counties, VA",Self Pay,2135
2016-01-01,"Pima County, AZ",Private Insurance,5203
2016-01-01,"Pinal County, AZ",Private Insurance,1858
2016-01-01,"Faulkner County, AR",Private Insurance,742
2016-01-01,"Kern County, CA",Private Insurance,3891
2016-01-01,"Santa Barbara County, CA",Private Insurance,2025
2016-01-01,"Arapahoe County, CO",Private Insurance,4224
2016-01-01,"Fairfield County, CT",Private Insurance,6061
2016-01-01,"Martin County, FL",Private Insurance,571
2016-01-01,"Orleans Parish, LA",Private Insurance,1632
2016-01-01,"Livingston County, MI",Private Insurance,1513
2016-01-01,"Strafford County, NH",Private Insurance,772
2016-01-01,"Ocean County, NJ",Private Insurance,4335
2016-01-01,"Westchester County, NY",Private Insurance,6141
2016-01-01,"Jackson County, OR",Private Insurance,916
2016-01-01,"Lancaster County, PA",Private Insurance,3480
2016-01-01,"Washington County, PA",Private Insurance,1323
2016-01-01,"Walworth County, WI",Private Insurance,555
2016-01-01,"Fayette County, KY",Other,309
2016-01-01,"Weber County, UT",Other,193
2016-01-01,"DeKalb County, IL",Medicaid,403
2016-01-01,"Livingston Parish, LA",Medicaid,941
2016-01-01,"Carroll County, MD",Medicaid,351
